"Educational attainment for adults age 25 and older for the U.S., States, and counties, 1970–2021",,,,
"Note: For 1970 and 1980, the share of adults with less than high school includes those who had not completed the 12th grade. In 1990, 2000, and estimates from the 5-year period American Conmunity Survey, the share includes those who did not receive a high school diploma or its equivalent (such as a GED). For definitions of rural classifications, see the USDA, Economic Research Service webpage ""Rural Classifications"" in the ""Rural Economy and Population"" topic. Note that counties not existing when rural classifications were determined will not have values for those fields.",,,,
"Source: USDA, Economic Research Service using data from U.S. Department of Commerce, Bureau of the Census, 1970, 1980, 1990, 2000 Censuses of Population, and 2008–12 and 2017–21 American Community Survey 5-year period county-level estimates. Data as of January 24, 2023. For more information contact Austin Sanders.",,,,
Federal Information Processing Standard (FIPS) Code,State,"Percent of adults with a high school diploma only, 2017-21","Percent of adults completing some college or associate's degree, 2017-21","Percent of adults with a bachelor's degree or higher, 2017-21"
39147,OH,44.5,30.6,17.9
39149,OH,41.1,29.5,19.1
39151,OH,38.2,30.5,23.6
39153,OH,29.5,29.2,33.9
39155,OH,44.1,25.8,19.3
39157,OH,45.9,24.1,18.4
39159,OH,30.7,25.8,37.8
39161,OH,44.7,31.5,16.7
39163,OH,43.2,24.0,13.1
39165,OH,25.8,24.6,44.1
39167,OH,38.7,32.9,19.8
39169,OH,38.5,24.2,23.4
39171,OH,42.9,34.2,14.6
39173,OH,29.3,29.4,36.3
39175,OH,46.8,27.5,19.4
40000,OK,30.8,31.1,26.8
40001,OK,46.8,23.6,10.6
40003,OK,35.1,29.4,21.0
40005,OK,41.7,27.4,14.7
40007,OK,32.4,31.0,21.5
40009,OK,38.9,31.6,14.7
40011,OK,35.2,30.9,16.9
40013,OK,32.4,31.0,23.7
40015,OK,43.3,27.6,14.8
40017,OK,27.0,33.7,31.4
40019,OK,36.4,30.7,20.1
40021,OK,32.5,28.8,27.0
40023,OK,38.8,30.6,14.2
40025,OK,37.1,20.1,29.0
40027,OK,25.1,32.2,34.7
40029,OK,42.7,24.7,17.5
40031,OK,32.0,34.6,23.9
40033,OK,41.3,25.6,16.7
40035,OK,40.9,31.3,14.6
40037,OK,40.1,32.5,17.1
40039,OK,27.2,31.5,29.6
40041,OK,37.3,29.7,18.2
40043,OK,42.7,29.8,20.0
40045,OK,37.4,32.0,18.4
40047,OK,37.0,27.8,23.4
40049,OK,44.2,27.3,16.7
40051,OK,39.4,28.6,22.2
40053,OK,35.7,31.5,23.7
40055,OK,36.8,35.5,10.6
40057,OK,33.1,32.7,15.9
40059,OK,31.3,35.5,22.4
40061,OK,39.9,29.0,15.8
40063,OK,40.4,27.7,15.3
40065,OK,27.3,34.6,24.5
40067,OK,42.1,26.1,15.2
40069,OK,35.9,28.3,23.0
40071,OK,33.7,37.0,17.6
40073,OK,41.3,25.4,22.5
40075,OK,33.1,34.4,18.6
40077,OK,37.5,36.0,12.9
40079,OK,40.1,28.8,15.3
40081,OK,41.9,32.1,15.0
40083,OK,31.1,30.2,30.3
40085,OK,38.7,30.7,15.0
40087,OK,31.4,31.8,26.1
40089,OK,43.1,26.3,14.6
40091,OK,43.7,29.9,12.7
40093,OK,41.3,29.7,18.6
40095,OK,37.0,28.4,15.8
40097,OK,40.5,32.8,14.8
40099,OK,41.5,26.3,17.8
40101,OK,34.8,31.5,20.0
40103,OK,35.7,32.4,21.4
40105,OK,41.1,32.0,16.0
40107,OK,39.8,31.3,10.7
40109,OK,24.6,30.1,33.7
40111,OK,34.9,36.6,15.1
40113,OK,36.6,33.7,19.0
40115,OK,35.2,35.6,15.4
40117,OK,42.2,29.2,17.4
40119,OK,27.3,26.5,38.3
40121,OK,37.4,31.0,18.7
40123,OK,32.1,28.0,29.3
40125,OK,34.7,33.6,20.4
40127,OK,44.2,26.2,15.1
40129,OK,34.9,36.4,20.0
40131,OK,32.9,33.9,25.0
40133,OK,35.3,34.5,14.2
40135,OK,39.4,28.9,14.3
40137,OK,42.4,27.3,18.1
40139,OK,23.3,23.9,26.0
40141,OK,33.7,27.7,17.6
40143,OK,25.4,31.7,32.7
40145,OK,31.0,34.7,25.3
40147,OK,33.1,28.1,29.3
40149,OK,41.2,29.2,19.2
40151,OK,30.7,28.5,32.3
40153,OK,40.5,27.8,19.6
41000,OR,22.5,34.0,35.0
41001,OR,29.4,37.2,24.2
41003,OR,14.4,28.5,53.4
41005,OR,21.7,33.8,38.9
41007,OR,27.5,38.9,25.8
41009,OR,32.9,39.6,18.0
41011,OR,30.1,39.9,20.0
41013,OR,31.6,38.9,20.4
41015,OR,27.5,40.3,24.1
41017,OR,20.2,35.4,38.7
41019,OR,32.0,39.8,18.8
41021,OR,32.3,38.9,22.2
41023,OR,35.6,37.5,17.4
41025,OR,36.8,38.5,15.4
41027,OR,19.1,25.7,38.4
41029,OR,25.3,35.6,30.0
41031,OR,29.4,37.6,20.9
41033,OR,30.5,42.2,18.1
41035,OR,32.7,34.5,21.1
41037,OR,33.8,33.2,19.0
41039,OR,22.7,37.7,32.5
41041,OR,24.1,40.1,28.6
41043,OR,28.9,41.5,19.8
41045,OR,31.7,35.7,14.1
41047,OR,25.7,35.5,24.5
41049,OR,33.2,33.8,10.4
41051,OR,17.0,28.1,47.2
41053,OR,22.9,37.9,30.8
41055,OR,30.9,38.4,18.0
41057,OR,29.4,38.9,22.4
41059,OR,29.7,35.4,18.2
41061,OR,33.1,35.5,24.2
41063,OR,28.2,38.2,27.6
41065,OR,27.0,39.1,21.0
41067,OR,17.3,30.1,45.6
41069,OR,31.9,38.1,19.6
41071,OR,23.9,37.8,28.4
42000,PA,33.8,24.4,33.1
42001,PA,39.8,25.9,24.0
42003,PA,26.0,25.8,43.3
42005,PA,49.0,24.9,18.5
42007,PA,36.7,31.9,25.9
42009,PA,49.7,24.0,15.8
42011,PA,36.5,25.1,25.9
42013,PA,44.5,24.7,23.2
42015,PA,47.5,23.2,19.5
42017,PA,27.7,23.8,42.9
42019,PA,31.3,26.0,38.2
42021,PA,44.1,26.0,22.4
42023,PA,52.0,29.8,10.6
42025,PA,44.9,27.7,17.7
42027,PA,28.2,20.3,45.9
42029,PA,19.8,19.4,55.2
42031,PA,47.6,20.8,22.1
42033,PA,47.4,22.9,18.4
42035,PA,47.5,23.2,19.3
42037,PA,44.0,22.3,24.8
42039,PA,47.2,22.8,20.2
42041,PA,31.6,23.4,38.2
42043,PA,32.9,25.8,32.3
42045,PA,27.9,25.0,40.5
42047,PA,49.6,24.6,18.8
42049,PA,37.3,25.6,28.8
42051,PA,47.9,23.3,17.9
42053,PA,53.4,18.8,11.2
42055,PA,43.0,23.3,23.0
42057,PA,49.1,23.8,15.7
42059,PA,44.8,25.2,18.0
42061,PA,50.0,22.4,17.5
42063,PA,41.4,24.6,25.7
42065,PA,51.2,22.9,16.4
42067,PA,49.1,19.4,14.5
42069,PA,36.1,26.0,29.4
42071,PA,34.4,22.2,29.7
42073,PA,43.6,26.7,21.5
42075,PA,42.8,22.7,22.1
42077,PA,32.2,26.1,31.5
42079,PA,38.2,28.0,24.0
42081,PA,38.5,27.8,24.3
42083,PA,47.1,26.0,19.5
42085,PA,41.8,25.2,23.1
42087,PA,49.7,22.4,13.3
42089,PA,34.4,29.2,26.1
42091,PA,22.8,21.1,50.7
42093,PA,35.8,20.2,35.6
42095,PA,33.5,25.3,32.8
42097,PA,49.3,22.5,17.8
42099,PA,46.5,24.4,17.9
42101,PA,31.4,22.7,32.5
42103,PA,34.1,32.2,26.8
42105,PA,46.4,26.8,16.3
42107,PA,45.3,26.3,17.8
42109,PA,43.7,21.2,21.6
42111,PA,49.0,23.6,16.9
42113,PA,48.7,23.7,17.9
42115,PA,46.3,24.8,19.4
42117,PA,44.0,26.3,20.7
42119,PA,42.2,19.9,26.1
42121,PA,47.0,25.2,19.4
42123,PA,46.2,27.4,19.5
42125,PA,36.5,25.6,31.7
42127,PA,44.3,26.6,19.6
42129,PA,35.7,28.4,30.8
42131,PA,46.3,25.7,20.9
42133,PA,38.9,26.1,25.8
44000,RI,27.9,25.9,35.3
44001,RI,20.8,21.4,49.5
44003,RI,28.6,31.0,32.9
44005,RI,20.0,23.7,50.7
44007,RI,30.5,25.0,30.6
44009,RI,21.8,26.6,46.1
45000,SC,28.7,30.2,29.8
45001,SC,37.0,28.5,18.2
45003,SC,31.6,28.9,28.8
45005,SC,39.6,26.3,10.4
45007,SC,30.5,30.6,24.7
45009,SC,28.7,31.4,17.5
45011,SC,36.5,31.0,14.0
45013,SC,22.0,29.0,42.4
45015,SC,29.4,32.8,27.3
45017,SC,35.8,32.2,18.1
45019,SC,21.0,25.2,46.7
45021,SC,37.5,31.3,14.6
45023,SC,41.5,30.2,13.0
45025,SC,39.3,28.2,12.6
45027,SC,36.1,28.0,15.6
45029,SC,42.5,27.2,16.2
45031,SC,36.6,29.6,18.6
45033,SC,42.5,24.1,12.2
45035,SC,26.1,34.9,29.5
45037,SC,34.4,28.3,19.4
45039,SC,42.4,26.5,15.7
45041,SC,32.8,29.2,24.3
45043,SC,27.6,31.4,30.7
45045,SC,23.2,28.5,37.9
45047,SC,31.7,30.1,24.2
45049,SC,44.1,26.4,11.0
45051,SC,32.8,33.7,24.5
45053,SC,36.5,28.8,23.5
45055,SC,35.7,32.9,21.2
45057,SC,28.0,29.8,30.0
45059,SC,35.7,29.2,17.2
45061,SC,39.3,27.1,15.9
45063,SC,27.2,31.7,31.5
45065,SC,35.2,27.5,20.7
45067,SC,47.6,20.5,12.3
45069,SC,48.0,23.8,8.0
45071,SC,34.1,31.1,21.0
45073,SC,28.5,29.8,27.9
45075,SC,31.7,33.6,19.0
45077,SC,29.6,29.9,27.1
45079,SC,21.7,30.5,39.7
45081,SC,35.0,27.0,19.3
45083,SC,30.8,31.8,24.9
45085,SC,31.7,34.0,22.4
45087,SC,38.1,31.1,13.6
45089,SC,42.7,25.6,15.6
45091,SC,23.8,31.9,35.9
46000,SD,30.1,32.4,30.0
46003,SD,37.6,34.1,18.3
46005,SD,33.7,28.1,23.9
46007,SD,30.6,37.4,20.2
46009,SD,33.4,32.4,22.8
46011,SD,24.6,28.7,43.0
46013,SD,30.7,30.1,32.4
46015,SD,34.9,28.6,24.6
46017,SD,41.1,33.1,6.9
46019,SD,40.5,30.5,20.3
46021,SD,31.0,29.2,27.2
46023,SD,35.0,30.8,22.4
46025,SD,44.9,29.8,19.2
46027,SD,25.7,23.2,45.9
46029,SD,38.7,32.6,20.3
46031,SD,36.0,34.5,15.5
46033,SD,36.1,30.1,26.7
46035,SD,33.7,33.4,22.8
46037,SD,38.1,32.7,21.2
46039,SD,36.1,32.2,23.2
46041,SD,36.5,29.8,17.1
46043,SD,32.1,38.2,19.8
46045,SD,33.3,34.6,24.6
46047,SD,36.2,35.2,22.1
46049,SD,30.1,36.2,25.3
46051,SD,37.7,29.6,24.7
46053,SD,38.5,32.8,19.1
46055,SD,46.5,33.3,16.0
46057,SD,39.3,31.7,21.2
46059,SD,29.5,38.4,25.0
46061,SD,36.3,40.6,18.2
46063,SD,34.7,37.0,23.1
46065,SD,29.4,32.3,34.5
46067,SD,30.6,34.5,25.3
46069,SD,32.8,41.8,16.7
46071,SD,38.6,33.4,14.2
46073,SD,44.6,28.0,19.4
46075,SD,34.1,21.6,38.6
46077,SD,38.7,29.4,24.0
46079,SD,27.4,30.8,33.0
46081,SD,28.2,31.7,34.5
46083,SD,23.2,31.4,41.3
46085,SD,33.9,31.4,25.8
46087,SD,35.8,29.7,25.7
46089,SD,39.5,25.0,21.6
46091,SD,30.9,32.4,28.1
46093,SD,30.3,37.3,27.9
46095,SD,36.6,29.9,14.6
46097,SD,43.0,28.8,17.3
46099,SD,25.8,33.9,33.5
46101,SD,32.0,35.4,26.7
46102,SD,30.0,32.9,10.4
46103,SD,28.2,33.0,33.2
46105,SD,33.5,37.5,20.9
46107,SD,39.0,30.6,24.4
46109,SD,36.2,37.6,16.1
46111,SD,43.7,30.8,17.2
46115,SD,31.7,32.0,26.4
46117,SD,36.2,28.5,29.0
46119,SD,36.6,39.2,20.8
46121,SD,31.4,34.0,13.3
46123,SD,42.1,26.7,19.2
46125,SD,32.9,32.7,25.9
46127,SD,28.2,31.8,34.4
46129,SD,36.0,28.8,25.1
46135,SD,33.6,31.4,26.5
46137,SD,42.0,32.6,14.6
47000,TN,31.6,28.2,29.0
47001,TN,33.6,31.9,24.4
47003,TN,41.8,24.0,18.0
47005,TN,48.4,24.3,12.1
47007,TN,43.3,22.1,11.1
47009,TN,35.9,28.5,25.4
47011,TN,31.6,32.9,22.9
47013,TN,39.9,27.0,13.2
47015,TN,44.6,24.9,15.0
47017,TN,40.9,26.9,20.3
47019,TN,37.8,29.5,19.5
47021,TN,38.4,26.9,22.0
47023,TN,42.0,25.7,17.0
47025,TN,38.7,25.0,18.3
47027,TN,48.5,20.6,13.1
47029,TN,47.0,24.4,12.3
47031,TN,38.0,27.0,22.8
47033,TN,40.6,28.0,15.5
47035,TN,39.2,32.1,17.3
47037,TN,21.3,24.4,44.4
47039,TN,43.0,25.6,15.8
47041,TN,39.4,21.7,19.5
47043,TN,39.7,29.0,18.5
47045,TN,37.3,30.3,20.2
47047,TN,33.6,32.1,23.6
47049,TN,39.7,24.6,16.0
47051,TN,41.3,25.7,21.7
47053,TN,40.0,28.9,18.2
47055,TN,43.9,25.4,18.3
47057,TN,40.6,25.3,14.0
47059,TN,41.7,26.4,17.0
47061,TN,41.7,21.7,14.8
47063,TN,38.6,28.1,18.0
47065,TN,25.1,31.3,34.1
47067,TN,43.1,27.2,11.1
47069,TN,43.5,27.3,11.4
47071,TN,44.5,23.6,16.2
47073,TN,42.6,27.8,16.2
47075,TN,46.8,24.2,11.8
47077,TN,46.9,26.3,13.6
47079,TN,44.9,22.8,18.1
47081,TN,46.2,25.7,10.1
47083,TN,44.1,27.0,13.2
47085,TN,47.7,22.9,15.8
47087,TN,45.0,23.2,13.2
47089,TN,36.3,30.8,19.2
47091,TN,40.1,27.3,13.6
47093,TN,25.1,28.3,38.8
47095,TN,42.8,19.3,11.5
47097,TN,46.5,23.8,9.2
47099,TN,43.8,26.4,15.9
47101,TN,42.9,30.5,9.9
47103,TN,42.8,23.7,19.2
47105,TN,31.7,27.4,28.2
47107,TN,38.2,29.9,17.9
47109,TN,48.0,25.2,12.0
47111,TN,48.9,21.9,8.9
47113,TN,33.2,29.2,27.0
47115,TN,39.1,28.4,14.0
47117,TN,39.7,30.5,17.7
47119,TN,32.9,32.8,25.4
47121,TN,44.2,28.2,10.8
47123,TN,39.8,29.6,15.3
47125,TN,26.9,36.8,29.9
47127,TN,40.1,23.6,23.0
47129,TN,45.7,24.3,11.2
47131,TN,45.1,22.5,15.4
47133,TN,46.6,21.9,12.9
47135,TN,44.5,24.1,9.1
47137,TN,37.8,25.6,15.9
47139,TN,35.8,32.3,14.2
47141,TN,35.4,26.8,26.6
47143,TN,38.7,26.7,17.7
47145,TN,36.2,33.2,21.2
47147,TN,39.3,28.4,20.1
47149,TN,27.5,31.3,33.5
47151,TN,46.2,24.0,9.7
47153,TN,39.8,26.3,15.9
47155,TN,35.4,32.4,18.8
47157,TN,27.6,28.4,33.3
47159,TN,42.8,27.1,17.3
47161,TN,40.9,25.6,20.2
47163,TN,33.3,29.3,25.7
47165,TN,29.1,31.7,29.8
47167,TN,36.3,33.9,18.7
47169,TN,45.7,30.6,9.5
47171,TN,36.8,33.4,16.0
47173,TN,42.3,25.0,11.8
47175,TN,49.3,21.6,10.0
47177,TN,46.1,22.8,14.3
47179,TN,28.9,28.7,33.1
47181,TN,45.1,26.1,11.4
47183,TN,43.8,22.1,21.3
47185,TN,40.5,27.6,13.4
47187,TN,12.9,20.9,61.9
47189,TN,28.9,28.1,35.9
48000,TX,24.5,28.8,31.5
48001,TX,38.7,31.4,12.0
48003,TX,31.3,25.9,18.8
48005,TX,31.6,34.2,18.0
48007,TX,33.0,31.0,24.8
48009,TX,38.1,30.1,22.5
48011,TX,27.3,38.2,26.7
48013,TX,39.8,26.1,14.8
48015,TX,33.7,29.6,23.9
48017,TX,34.2,22.7,15.0
48019,TX,28.7,34.5,27.5
48021,TX,31.3,29.9,23.1
48023,TX,37.6,26.6,19.7
48025,TX,32.4,34.8,11.9
48027,TX,25.9,38.6,26.6
48029,TX,24.4,31.0,30.0
48031,TX,28.7,35.7,25.7
48033,TX,24.9,29.3,38.0
48035,TX,33.2,38.0,18.4
48037,TX,33.8,33.0,22.9
48039,TX,24.2,33.3,31.3
48041,TX,21.0,25.6,42.2
48043,TX,16.4,25.6,46.0
48045,TX,35.7,33.9,15.6
48047,TX,26.5,24.0,18.0
48049,TX,34.8,32.7,19.4
48051,TX,34.0,27.7,21.1
48053,TX,30.4,30.4,27.8
48055,TX,38.5,25.6,16.0
48057,TX,32.3,33.3,17.4
48059,TX,34.0,33.2,22.4
48061,TX,26.1,24.4,19.0
48063,TX,33.7,30.9,22.8
48065,TX,32.3,34.2,26.1
48067,TX,43.0,26.6,17.3
48069,TX,32.3,22.2,21.8
48071,TX,25.9,39.5,23.9
48073,TX,30.4,32.7,17.4
48075,TX,36.1,27.8,18.9
48077,TX,34.3,34.6,23.1
48079,TX,33.3,24.5,9.7
48081,TX,33.4,30.0,20.4
48083,TX,31.8,35.0,19.0
48085,TX,14.7,25.8,53.4
48087,TX,23.1,27.8,23.6
48089,TX,35.8,27.9,20.7
48091,TX,23.9,30.3,39.6
48093,TX,32.2,34.0,19.3
48095,TX,37.7,24.7,12.8
48097,TX,31.8,34.0,22.0
48099,TX,28.8,43.0,17.3
48101,TX,28.2,37.5,19.6
48103,TX,37.4,23.9,14.3
48105,TX,38.2,25.4,16.2
48107,TX,37.3,25.4,14.5
48109,TX,39.1,7.4,17.2
48111,TX,31.2,23.4,15.7
48113,TX,22.6,25.2,33.0
48115,TX,33.1,24.1,13.7
48117,TX,40.4,22.4,11.4
48119,TX,31.9,33.2,22.3
48121,TX,16.9,29.0,47.3
48123,TX,40.8,29.7,12.6
48125,TX,32.8,30.8,20.2
48127,TX,32.5,23.1,13.0
48129,TX,32.1,38.2,15.7
48131,TX,33.4,30.1,8.8
48133,TX,29.1,34.5,21.4
48135,TX,29.8,30.3,16.3
48137,TX,21.8,35.6,21.0
48139,TX,27.2,33.9,26.3
48141,TX,23.8,31.3,24.7
48143,TX,27.8,29.0,30.9
48145,TX,33.5,33.3,12.7
48147,TX,35.1,32.1,18.6
48149,TX,38.8,26.7,23.0
48151,TX,34.9,31.9,19.6
48153,TX,29.6,29.1,14.9
48155,TX,23.4,35.3,17.0
48157,TX,17.9,25.0,48.1
48159,TX,27.5,33.6,29.2
48161,TX,33.4,33.2,16.0
48163,TX,37.7,18.9,8.9
48165,TX,32.6,18.3,10.7
48167,TX,24.3,32.3,33.2
48169,TX,32.4,22.2,11.6
48171,TX,26.4,28.0,35.2
48173,TX,18.3,26.4,30.8
48175,TX,28.7,36.8,18.1
48177,TX,43.0,19.8,13.6
48179,TX,33.2,33.2,14.6
48181,TX,30.1,38.5,21.8
48183,TX,28.1,36.5,21.2
48185,TX,33.6,30.5,17.6
48187,TX,30.3,30.3,28.7
48189,TX,32.0,26.5,16.7
48191,TX,33.0,30.3,19.3
48193,TX,35.7,29.6,21.6
48195,TX,28.4,20.6,23.7
48197,TX,36.9,32.7,15.8
48199,TX,39.4,30.3,18.7
48201,TX,22.8,26.6,32.5
48203,TX,32.8,34.2,21.1
48205,TX,35.5,27.4,23.1
48207,TX,38.3,22.9,17.7
48209,TX,22.6,29.1,38.7
48211,TX,35.7,28.1,21.7
48213,TX,33.6,33.0,18.2
48215,TX,24.3,23.6,19.5
48217,TX,34.4,33.7,17.3
48219,TX,26.4,33.1,17.0
48221,TX,28.1,33.4,30.4
48223,TX,34.8,30.4,21.0
48225,TX,36.6,28.7,14.3
48227,TX,33.9,32.9,13.7
48229,TX,22.9,18.3,8.4
48231,TX,35.0,31.0,21.3
48233,TX,33.0,36.7,16.6
48235,TX,26.3,44.1,18.3
48237,TX,38.2,28.6,14.8
48239,TX,33.1,32.0,15.5
48241,TX,43.8,27.6,13.1
48243,TX,17.9,41.5,27.2
48245,TX,32.0,33.7,19.1
48247,TX,36.5,23.2,13.2
48249,TX,37.5,25.8,15.6
48251,TX,35.3,30.6,20.5
48253,TX,38.8,29.8,12.1
48255,TX,37.0,22.1,15.9
48257,TX,29.7,34.5,22.2
48259,TX,14.7,31.1,47.5
48261,TX,14.6,0.0,3.9
48263,TX,23.8,32.3,32.8
48265,TX,28.6,32.4,29.1
48267,TX,28.8,28.8,28.1
48269,TX,35.5,15.7,25.3
48271,TX,25.7,42.6,16.7
48273,TX,32.9,24.8,23.0
48275,TX,31.2,34.9,14.9
48277,TX,34.3,33.7,19.5
48279,TX,35.9,27.7,12.6
48281,TX,31.0,42.2,18.2
48283,TX,45.1,16.0,7.7
48285,TX,39.6,28.8,17.9
48287,TX,40.3,32.5,14.3
48289,TX,36.1,30.1,17.2
48291,TX,38.9,29.3,9.9
48293,TX,34.9,33.9,15.7
48295,TX,29.9,30.5,25.5
48297,TX,31.8,32.1,12.8
48299,TX,26.4,32.0,30.8
48301,TX,17.3,76.9,0.0
48303,TX,25.9,29.8,32.1
48305,TX,28.5,27.4,23.1
48307,TX,33.0,33.5,14.0
48309,TX,26.9,33.2,26.3
48311,TX,46.6,27.9,15.4
48313,TX,39.3,27.2,11.8
48315,TX,39.8,31.9,15.3
48317,TX,33.4,26.4,21.0
48319,TX,20.4,27.0,34.9
48321,TX,29.6,31.9,19.8
48323,TX,26.3,21.2,16.0
48325,TX,32.1,31.2,22.6
48327,TX,25.4,29.5,27.2
48329,TX,24.2,31.5,28.8
48331,TX,41.0,28.9,16.2
48333,TX,30.9,29.7,24.7
48335,TX,43.3,29.0,9.9
48337,TX,36.7,32.3,17.5
48339,TX,23.1,30.1,36.4
48341,TX,31.2,23.0,12.9
48343,TX,42.0,35.1,12.9
48345,TX,29.2,35.8,21.6
48347,TX,30.5,30.1,24.7
48349,TX,30.0,33.5,16.6
48351,TX,43.1,30.7,8.3
48353,TX,33.0,33.0,16.3
48355,TX,29.4,32.8,21.9
48357,TX,33.5,24.3,18.8
48359,TX,31.3,32.3,23.8
48361,TX,36.1,36.1,16.8
48363,TX,36.5,32.8,17.5
48365,TX,30.2,39.0,13.5
48367,TX,27.3,33.4,28.9
48369,TX,26.3,29.0,18.0
48371,TX,37.7,25.8,11.5
48373,TX,37.4,29.9,13.1
48375,TX,31.5,29.2,15.8
48377,TX,12.9,21.4,17.8
48379,TX,36.5,31.1,18.8
48381,TX,23.6,37.9,32.2
48383,TX,43.3,28.1,13.7
48385,TX,38.0,35.2,16.0
48387,TX,41.3,31.7,14.7
48389,TX,38.4,22.6,9.5
48391,TX,40.6,30.3,10.4
48393,TX,33.8,33.9,25.9
48395,TX,38.3,28.8,17.8
48397,TX,18.0,31.8,43.8
48399,TX,35.5,30.1,17.6
48401,TX,33.1,35.4,16.0
48403,TX,35.1,32.8,18.5
48405,TX,43.2,25.8,12.1
48407,TX,39.1,31.1,14.3
48409,TX,32.2,32.9,16.6
48411,TX,38.3,26.4,17.0
48413,TX,28.3,39.9,16.8
48415,TX,32.8,32.5,15.8
48417,TX,22.2,35.5,32.8
48419,TX,35.4,31.0,14.2
48421,TX,22.2,29.2,20.2
48423,TX,24.1,35.5,28.0
48425,TX,32.7,28.5,28.2
48427,TX,26.5,20.0,12.3
48429,TX,34.4,31.8,18.6
48431,TX,46.6,27.1,18.8
48433,TX,38.3,31.5,14.7
48435,TX,34.0,23.7,19.2
48437,TX,34.2,22.4,16.3
48439,TX,23.7,29.6,33.4
48441,TX,29.5,31.9,27.9
48443,TX,27.3,38.5,20.6
48445,TX,31.8,29.5,11.7
48447,TX,35.0,32.8,23.2
48449,TX,37.3,25.0,16.9
48451,TX,29.5,32.8,25.1
48453,TX,15.7,22.2,52.7
48455,TX,39.0,31.5,13.4
48457,TX,39.4,27.3,14.8
48459,TX,33.9,34.4,17.3
48461,TX,36.5,27.6,11.9
48463,TX,29.5,26.8,18.4
48465,TX,25.7,25.6,19.6
48467,TX,32.2,36.2,17.7
48469,TX,30.6,33.7,19.4
48471,TX,39.0,26.8,20.1
48473,TX,30.6,31.7,25.2
48475,TX,35.2,32.6,10.9
48477,TX,32.1,29.0,28.1
48479,TX,23.6,25.8,19.4
48481,TX,29.1,32.8,18.6
48483,TX,33.9,30.0,17.4
48485,TX,32.9,32.2,23.1
48487,TX,33.1,30.1,15.3
48489,TX,37.9,21.0,9.6
48491,TX,18.7,30.5,44.8
48493,TX,32.8,32.5,24.0
48495,TX,30.2,31.4,10.2
48497,TX,33.9,33.3,18.7
48499,TX,32.2,33.5,20.4
48501,TX,29.6,32.5,10.8
48503,TX,31.5,29.6,25.7
48505,TX,32.7,23.7,11.9
48507,TX,31.3,29.5,14.8
49000,UT,22.7,35.0,35.4
49001,UT,27.5,36.4,26.8
49003,UT,32.0,37.3,24.4
49005,UT,20.5,34.7,39.0
49007,UT,29.2,45.6,16.7
49009,UT,36.5,39.9,19.3
49011,UT,21.2,36.5,38.0
49013,UT,40.3,35.0,14.5
49015,UT,31.4,47.8,15.1
49017,UT,32.7,37.3,25.2
49019,UT,28.9,38.0,26.9
49021,UT,24.1,40.1,29.2
49023,UT,34.2,37.2,21.1
49025,UT,25.4,37.2,30.1
49027,UT,33.0,33.2,23.5
49029,UT,19.1,39.1,39.7
49031,UT,33.8,35.1,20.3
49033,UT,25.8,47.7,23.4
49035,UT,22.3,32.4,37.1
49037,UT,28.3,37.7,20.6
49039,UT,30.4,37.6,23.0
49041,UT,32.3,38.3,21.8
49043,UT,16.1,23.8,55.2
49045,UT,31.5,37.9,23.0
49047,UT,35.3,35.0,17.3
49049,UT,16.8,36.0,42.3
49051,UT,20.1,31.7,44.2
49053,UT,21.9,41.3,30.5
49055,UT,24.9,45.0,21.8
49057,UT,29.2,36.3,26.3
50000,VT,28.0,25.0,40.9
50001,VT,29.3,22.8,42.3
50003,VT,27.4,28.1,38.5
50005,VT,34.2,27.8,30.9
50007,VT,18.0,22.9,54.1
50009,VT,44.5,25.4,19.9
50011,VT,37.3,27.1,27.3
50013,VT,29.9,22.5,42.4
50015,VT,24.8,26.1,42.5
50017,VT,34.0,25.4,34.2
50019,VT,37.4,26.5,27.3
50021,VT,33.8,27.8,32.1
50023,VT,26.2,24.4,44.0
50025,VT,30.4,22.4,40.9
50027,VT,28.3,25.6,40.2
51000,VA,23.8,26.7,40.3
51001,VA,34.7,26.5,21.0
51003,VA,14.7,19.7,58.9
51005,VA,42.1,31.9,15.3
51007,VA,43.9,23.8,17.7
51009,VA,38.3,27.6,21.8
51011,VA,38.4,31.0,19.5
51013,VA,7.4,11.2,76.3
51015,VA,40.8,26.1,22.6
51017,VA,37.8,28.7,18.6
51019,VA,29.8,31.6,31.0
51021,VA,45.2,30.4,13.3
51023,VA,35.0,31.5,27.4
51025,VA,35.7,26.6,16.1
51027,VA,38.5,23.9,11.3
51029,VA,45.5,23.5,11.8
51031,VA,34.0,31.5,24.0
51033,VA,38.5,28.2,22.0
51035,VA,37.5,28.9,15.2
51036,VA,39.8,27.5,15.6
51037,VA,37.1,32.3,15.1
51041,VA,22.7,28.5,41.4
51043,VA,28.9,27.6,35.2
51045,VA,37.7,30.2,20.7
51047,VA,32.7,29.7,26.5
51049,VA,37.3,33.4,17.3
51051,VA,40.2,29.3,10.4
51053,VA,38.8,32.3,17.6
51057,VA,37.4,31.3,15.9
51059,VA,12.3,17.5,63.5
51061,VA,25.6,29.5,37.7
51063,VA,38.5,30.6,21.1
51065,VA,23.1,34.1,36.3
51067,VA,34.2,32.4,22.6
51069,VA,31.7,29.1,27.6
51071,VA,38.3,33.0,18.5
51073,VA,28.8,35.4,25.3
51075,VA,21.6,26.3,46.1
51077,VA,37.5,29.5,15.6
